Episode No.,Date Played,Show Title,Artist,Title,Year,Suggested By 1,Suggested By 2,Suggested By 3,Notes
23,2024-10-07,Black History Month,Goldie,Inner City Life,,@heapy@mendeddrum.org,,,
,,,,,,,,,
24,2024-10-14,Spoken Word,CW McCall,Convoy,1975,@witewulf@cyberplace.social,,,
24,2024-10-14,Spoken Word,Bob Dylan,Talkin New York,1962,@artnacrea@mastodon.ie,,,
24,2024-10-14,Spoken Word,Monty Python,The Galaxy Song,1983,Dad,,,
24,2024-10-14,Spoken Word,Gorillaz,Fire Coming Out Of The Monkey’s Head,2005,@rvedotrc@tech.lgbt,,,
24,2024-10-14,Spoken Word,Baz Luhrman,Sunscreen,1997,@Patrick@mendeddrum.org,,,
24,2024-10-14,Spoken Word,Robbie Robertson,Somewhere Down The Crazy River,1987,@rhevian@mastodonapp.uk,,,
24,2024-10-14,Spoken Word,Black Box Recorder,Child Psychology,1998,@swisslet@mas.to,,,
24,2024-10-14,Spoken Word,Antony Szmierek,The Hitchhiker’s Guide To The Fallacy,2023,@daveybot@mastodon.scot,,,
24,2024-10-14,Spoken Word,Tiff Massey,Detroit Is Black,2014,@brothersoul@mstdn.social,,,
24,2024-10-14,Spoken Word,Mr Fingers,Can You Feel It,1989,@heapy@mendeddrum.org,,,
24,2024-10-14,Spoken Word,Brand Nubian,Meaning of the 5%,1993,@TwoClownsEating@beige.party,,,
24,2024-10-14,Spoken Word,The Disposable Heroes of Hiphoprisy,"Television, The Drug of a Nation",1992,@daveybot@mastodon.scot,,,
24,2024-10-14,Spoken Word,Dan le Sac vs. Scroobius Pip,Letter From God To Man,2008,@witewulf@cyberplace.social,,,
24,2024-10-14,Spoken Word,The Blue Aeroplanes,The Applicant,1990,@sheepnik@toot.wales,,,
24,2024-10-14,Spoken Word,Idlewild,In Remote Part / Scottish Fiction,2002,@theplaguedoc@glitterkitten.co.uk,,,
24,2024-10-14,Spoken Word,REM,E-Bow The Letter,1996,@swisslet@mas.to,,,
24,2024-10-14,Spoken Word,The Human League,The Black Hit of Space,1980,@sodslawyer@mstdn.social,,,
24,2024-10-14,Spoken Word,ERA,Mother,2002,@nikkileah@mendeddrum.org,,,
24,2024-10-14,Spoken Word,Jake Blount,Give Up The World,2022,@rollotreadway@beige.party,,,
24,2024-10-14,Spoken Word,Zarelli,Falling Light,2015,@troggie@mendeddrum.org,,,
24,2024-10-14,Spoken Word,William Shatner,That’s Me Trying,2004,,,,
24,2024-10-14,Spoken Word,Van Morrison,Coney Island,1989,@pdcawley@mendeddrum.org,,,
24,2024-10-14,Spoken Word,Tom Waits,What's He Building In There,1999,@guyjantic@c.im,,,
24,2024-10-14,Spoken Word,The Doors,The Ghost Song,1978,@stevenixon@mastodon.social,,,
24,2024-10-14,Spoken Word,Waterboys,Postcard from the Celtic Dreamtime,2020,@sharongascoigne@mastodonapp.uk,,,
24,2024-10-14,Spoken Word,Deacon Blue,Let Your Heart Be Troubled,1989,,,,
,,,,,,,,,
25,2024-10-21,Rivers and Waterways and That,Kenny Rogers & Dolly Parton,Islands In The Stream,1983,@troggie@mendeddrum.org,,,
25,2024-10-21,Rivers and Waterways and That,The Melodians,Rivers of Babylon,1970,@rollotreadway@beige.party,,,
25,2024-10-21,Rivers and Waterways and That,Alison Krauss,Down to the River to Pray,2007,@daveybot@mastodon.scot,,,
25,2024-10-21,Rivers and Waterways and That,Rosemary Hardman,Child of Merseyside,1969,@pthane@toot.wales,,,
25,2024-10-21,Rivers and Waterways and That,Bruce Springsteen,Erie Canal,2006,@Tattooed_Mummy@beige.party,,,
25,2024-10-21,Rivers and Waterways and That,Nick Cave & The Bad Seeds,Where The Wild Roses Grow,1996,@intheseheels@mastodonapp.uk,,,
25,2024-10-21,Rivers and Waterways and That,Al Green ,Take Me To The River,1974,@artnacrea@mastodon.ie,,,
25,2024-10-21,Rivers and Waterways and That,Ike & Tina,"River Deep, Mountain High",1966,@rhevian@mendeddrum.org,,,
25,2024-10-21,Rivers and Waterways and That,Tina Turner,Proud Mary,1993,@swisslet@mas.to,,,
25,2024-10-21,Rivers and Waterways and That,The Decemberists,Down By The Water,2010,@daveybot@mastodon.scot,,,
25,2024-10-21,Rivers and Waterways and That,Sister Sledge,Lost in Music,1979,,,,
25,2024-10-21,Rivers and Waterways and That,The Rainmakers,We Walk The Levee,1989,@pdcawley@mendeddrum.org,,,
25,2024-10-21,Rivers and Waterways and That,Richard Marx,Hazard,1991,@heapy@mendeddrum.org,,,
25,2024-10-21,Rivers and Waterways and That,Celestial Sanctuary,Meandering Stream of Foul Fluid,2023,@guffo@topspicy.social,,,
25,2024-10-21,Rivers and Waterways and That,Alice In Chains,Dam That River,1992,@hailsandales@metalhead.club,,,
25,2024-10-21,Rivers and Waterways and That,Pink Floyd,The Nile Song,1969,@sodslawyer@mstdn.social,,,
25,2024-10-21,Rivers and Waterways and That,Cocteau Twins,"Road, River and Rail",1990,@bez_lightyear@crispsandwi.ch,,,
25,2024-10-21,Rivers and Waterways and That,All About Eve,Martha’s Harbour,1988,@sharongascoigne@mastodonapp.uk,,,
25,2024-10-21,Rivers and Waterways and That,Forest Swords,The Highest Flood,2017,@catnip@mastodon.online,,,
25,2024-10-21,Rivers and Waterways and That,Norma Waterson,Black Muddy River,2009,@sheepnik@toot.wales,,,
25,2024-10-21,Rivers and Waterways and That,Nick Drake,River Man,1969,@stevenixon@mastodon.social,,,
25,2024-10-21,Rivers and Waterways and That,Cry Cry Cry,Cold Missouri Waters,1998,@AdeOnDrums@mendeddrum.org,,,
25,2024-10-21,Rivers and Waterways and That,Levellers,Sell Out,2015,@ametonym@todon.eu,,,Orig. 1993
25,2024-10-21,Rivers and Waterways and That,Sugar,A Good Idea,2012,@rothko@beige.party,,,
25,2024-10-21,Rivers and Waterways and That,Chris de Burgh,Don’t Pay the Ferryman,1989,@witewulf@cyberplace.social,,,
,,,,,,,,,
26,2024-10-28,Halloween,Andrew Gold,Spooky Scary Skeletons (Undead Tombstone remix),1996,@sharongascoigne@mastodonapp.uk,,,
26,2024-10-28,Halloween,Warren Zevon,Werewolves of London,1978,@intheseheels@mastodonapp.uk,,,
26,2024-10-28,Halloween,Nina Simone,I Put A Spell On You,1965,,,,
26,2024-10-28,Halloween,Howlin’ Wolf,Evil Is Going On,1958,@stevenixon@mastodon.social,,,
26,2024-10-28,Halloween,Monsieur Perine,La Muerta,2012,@sheepnik@toot.wales,,,
26,2024-10-28,Halloween,Michael Jackson,Thriller,1982,@stevenixon@mastodon.social,,,
26,2024-10-28,Halloween,Eric B & Rakim,Lyrics of Fury,1988,@daveybot@mastodon.scot,,,
26,2024-10-28,Halloween,Aphex Twin,Come To Daddy,1998,@heapy@mendeddrum.org,,,
26,2024-10-28,Halloween,SALEM,King Knight,2010,@julianlawson@beige.party,,,
26,2024-10-28,Halloween,Vanessa Mae,Toccata & Fugue in D Minor (Bach),1995,@stevenixon@mastodon.social,,,
26,2024-10-28,Halloween,Harry Belafonte,Zombie Jamboree,1966,@swisslet@mas.to,,,
26,2024-10-28,Halloween,Donovan,Season of the Witch,1966,@intheseheels@mastodonapp.uk,@ametonym@todon.eu,,
26,2024-10-28,Halloween,The Rattles,The Witch,1970,@sodslawyer@mstdn.social,,,
26,2024-10-28,Halloween,Carl Orff,Carmina Burana (London Phil),2009,@losttourust@social.chatty.monster,@thebreadmonkey@beige.party,,
26,2024-10-28,Halloween,Iron Maiden,Transylvania,1980,@rvedotrc@tech.lgbt,,,
26,2024-10-28,Halloween,The Fall,There’s A Ghost In My House,1988,@rollotreadway@beige.party,,,
26,2024-10-28,Halloween,Black Sabbath,Headless Cross,1989,,,,
26,2024-10-28,Halloween,Helloween,Dr Stein,1994,@theplaguedoc@glitterkitten.co.uk,@witewulf@cyberplace.social,,
26,2024-10-28,Halloween,Oingo Boingo,Dead Man’s Party,1985,@guyjantic@c.im,,,
26,2024-10-28,Halloween,Buck 65,Zombie Delight,2011,@witewulf@cyberplace.social,,,
26,2024-10-28,Halloween,Alan Parsons Project,The Telltale Heart,1976,@rhevian@mendeddrum.org,,,
26,2024-10-28,Halloween,Frank Turner,Jenny Bingham’s Ghost,2019,@TheBreadMonkey@beige.party,,,
26,2024-10-28,Halloween,Dodge Brothers,Died And Gone To Hell,2009,@daveybot@mastodon.scot,,,
26,2024-10-28,Halloween,Space Pirates of the Roquaine,The Witch of the Longfrie,2013,@mintspies@beige.party,,,
26,2024-10-28,Halloween,Sting,Moon Over Bourbon Street,1985,@Ade_On_Drums@mendeddrum.org,,,
26,2024-10-28,Halloween,Seth Lakeman,Haunt You,2008,@dantarian@mendeddrum.org,,,
26,2024-10-28,Halloween,Goldfrapp,Lovely Head,2000,,,,
,,,,,,,,,
27,2024-11-04,EXPLOSIONS,Vengaboys,"Boom, Boom, Boom, Boom!",1999,@troggie@mendeddrum.org,,,
27,2024-11-04,EXPLOSIONS,DJ Jazzy Jeff & The Fresh Prince,Boom! Shake The Room,1993,@troggie@mendeddrum.org,,,
27,2024-11-04,EXPLOSIONS,Blondie,Atomic,1979,@swisslet@mas.to,,,
27,2024-11-04,EXPLOSIONS,The Selecter,Bombscare,1981,@rollotreadway@beige.party,,,
27,2024-11-04,EXPLOSIONS,Jessie J,Bang Bang,2014,@sodslawyer@mstdn.social,,,
27,2024-11-04,EXPLOSIONS,DJ Zinc & Ms. Dynamite,Wile Out,2010,@heapy@mendeddrum.org,,,
27,2024-11-04,EXPLOSIONS,Katy Perry,Fireworks,2010,@troggie@mendeddrum.org,,,
27,2024-11-04,EXPLOSIONS,The Gap Band,You Dropped A Bomb On Me,1982,@7sleepersmusic@mastodon.social,,,
27,2024-11-04,EXPLOSIONS,Troy Keyes,Love Explosion,1969,@rollotreadway@beige.party,,,
27,2024-11-04,EXPLOSIONS,The Fat Lady Sings,World Exploding Touch,1991,@sheepnik@toot.wales,,,
27,2024-11-04,EXPLOSIONS,The Orb & Lee Scratch Perry,Ball of Fire,2012,@shivviness@beige.party,,,
27,2024-11-04,EXPLOSIONS,NET GALA,Cistern Boom,2024,@rollotreadway@beige.party,,,
27,2024-11-04,EXPLOSIONS,Dan Bull,Boom13,2014,ChildBot,,,
27,2024-11-04,EXPLOSIONS,Tchaikovsky,1812 Overture (w/ artillery),,@witewulf@cyberplace.social,,,
27,2024-11-04,EXPLOSIONS,The Hives,Tick Tick Boom,2007,@swisslet@mas.to,,,
27,2024-11-04,EXPLOSIONS,MARGARET,Negligence-Induced Explosive Decompression,2024,@witewulf@cyberplace.social,,,
27,2024-11-04,EXPLOSIONS,System of a Down,B.Y.O.B,2005,@rvedotrc@tech.lgbt,,,
27,2024-11-04,EXPLOSIONS,Big Black,Kerosene,1985,@julianlawson@beige.party,,,
27,2024-11-04,EXPLOSIONS,The Exploited,About To Die,1990,@guffo@topspicy.social,,,
27,2024-11-04,EXPLOSIONS,AC/DC,TNT,1976,@rvedotrc@tech.lgbt,,,
27,2024-11-04,EXPLOSIONS,Deep Purple,Fireball,1971,@rhevian@mendeddrum.org,,,
27,2024-11-04,EXPLOSIONS,The Damned,Ignite,1982,@sharongascoigne@mastodonapp.uk,,,
27,2024-11-04,EXPLOSIONS,The Jam,A Bomb on Wardour Street,1983,@sheepnik@toot.wales,,,
27,2024-11-04,EXPLOSIONS,Teardrop Explodes,Reward,1980,@sodslawyer@mstdn.social,,,
27,2024-11-04,EXPLOSIONS,Rush,The Manhattan Project,1985,@daveybot@mastodon.scot,,,
27,2024-11-04,EXPLOSIONS,Country Joe & The Fish,Vietnam Song,1969,@artnacrea@mastodon.ie,,,
27,2024-11-04,EXPLOSIONS,Explosions In The Sky,Moving On,2023,@witewulf@cyberplace.social,,,
,,,,,,,,,
28,2024-11-11,Hope,Public Enemy,Harder Than You Think,2007,@daveybot@mastodon.scot,,,
28,2024-11-11,Hope,Curtis Mayfield,Move On Up,,,,,
28,2024-11-11,Hope,Eddie Floyd,Things Get Better,,@rollotreadway@beige.party,,,
28,2024-11-11,Hope,Eddy Grant,Give Me Hope Joanna,,@artnacrea@mastodon.ie,,,
28,2024-11-11,Hope,Bill Nelson,"Another Day, Another Ray of Hope",1983,@bez_lightyear@crispsandwi.ch,,,
28,2024-11-11,Hope,"10,000 Maniacs",These Are Days,1992,@sheepnik@toot.wales,,,
28,2024-11-11,Hope,Eurythmics,Brand New Day,,@rhevian@mendeddrum.org,,,
28,2024-11-11,Hope,Black,Wonderful Life,1987,@swisslet@mas.to,,,
28,2024-11-11,Hope,The Jackson Sisters,I Believe In Miracles,,@sheepnik@toot.wales,,,
28,2024-11-11,Hope,Dianne Guerrero & Stephanie Beatriz,What Else Can I Do?,2021,MiniHeapy,,,
28,2024-11-11,Hope,Andy Irvine,Never Tire of the Road,1991,@artnacrea@mastodon.ie,,,
28,2024-11-11,Hope,Ben E King,Stand By Me,1962,@troggie@mendeddrum.org,,,
28,2024-11-11,Hope,Labi Siffre,Something Inside So Strong,1988,@timpootle@mendeddrum.org,,,
28,2024-11-11,Hope,The Bug Club,The Fixer,2021,@sodslawyer@mstdn.social,,,
28,2024-11-11,Hope,Paul Stanley,Live To Win,2006,@intheseheels@mastodonapp.uk,,,
28,2024-11-11,Hope,Komeda,Blossom (Got to Get It Out),2003,@guyjantic@infosec.exchange,,,
28,2024-11-11,Hope,Ten Years After,I’d Love To Change The World,1971,@roknrol@beige.party,,,
28,2024-11-11,Hope,Tom Petty,I Won’t Back Down,1989,,,,
28,2024-11-11,Hope,Bruce Springsteen,Born To Run,1975,@shezza_t@mastodon.ie,,,
28,2024-11-11,Hope,James,Tomorrow,1997,@swisslet@mas.to,,,
28,2024-11-11,Hope,Fleetwood Mac,Don’t Stop,1977,@arakin@meow.social,,,
28,2024-11-11,Hope,Marillion,Made Again,1994,@witewulf@cyberplace.social#,,,
28,2024-11-11,Hope,Queen,It's A Beautiful Day,1995,@IanRobinson@mastodon.social,,,
28,2024-11-11,Hope,The Mission,Tower of Strength,1987,@sharongascoigne@mastodonapp.uk,,,
28,2024-11-11,Hope,Magic Arn,Good Views Near North,2022,@sodslawyer@mstdn.social,,,
28,2024-11-11,Hope,Eminem,Not Afraid,2010,@Tattooed_Mummy@beige.party,,,
28,2024-11-11,Hope,The Crystal Method,Keep Hope Alive,2020,@heapy@mendeddrum.org,,,
,,,,,,,,,
29,2024-11-18,B-Sides,The Beach Boys,God Only Knows,1966,@troggie@mendeddrum.org,,,Wouldn’t It Be Nice
29,2024-11-18,B-Sides,Carly Rae Jepsen,Higher,2014,@daveybot@mastodon.scot,,,EMOTION SIDE B
29,2024-11-18,B-Sides,Madonna ,Into The Groove,1985,,,,Angel
29,2024-11-18,B-Sides,Beastie Boys,Skills To Pay The Bills,1992,@daveybot@mastodon.scot,,,So What ‘Cha Want?
29,2024-11-18,B-Sides,Krush,House Arrest (Blue Murder Mix),1988,@witewulf@cyberplace.social,,,House Arrest
29,2024-11-18,B-Sides,Prince & The Revolution,Erotic City,1984,@pdcawley@mendeddrum.org,,,Let’s Go Crazy
29,2024-11-18,B-Sides,The Winstons,"Amen, Brother",1969,@heapy@mendeddrum.org,,,Color Him Father
29,2024-11-18,B-Sides,Garbage,#1 Crush,1995,@maxton@theblower.au,,,Vow
29,2024-11-18,B-Sides,New Musik,Guitars,1981,@bez_lightyear@crispsandwi.ch,,,While You Wait
29,2024-11-18,B-Sides,My Bloody Valentine,Honey Power,1991,@rollotreadway@beige.party,,,Tremolo EP
29,2024-11-18,B-Sides,Fleetwood Mac,Silver Springs,1977,@stevenixon@mastodon.social,,,Go Your Own Way
29,2024-11-18,B-Sides,Rumer,Alfie,2010,@KaraLG84@dragonscave.space,,,Rumer Sings Bacharach At Christmas
29,2024-11-18,B-Sides,John Lennon,Working Class Hero,1970,@timpootle@mendeddrum.org,,,Imagine
29,2024-11-18,B-Sides,Green Day,Good Riddance (Time of Your Life),1996,,,,Brain Stew / Jaded
29,2024-11-18,B-Sides,Rancid Hellspawn,Eat My Yellow Banana,1988,@sodslawyer@mstdn.social,,,Festering Pus
29,2024-11-18,B-Sides,Iron Maiden,Total Eclipse,1982,@Ade_On_Drums@mendeddrum.org,,,Run To The Hills
29,2024-11-18,B-Sides,Metallica,Breadfan,1988,@intheseheels@mastodonapp.uk,,,Harvester of Sorrow
29,2024-11-18,B-Sides,Joy Division,Dead Souls,1980,@rollotreadway@beige.party,,,Licht Und Blindheit
29,2024-11-18,B-Sides,Nirvana,Aneurysm,1991,,,,Smells Like Teen Spirit
29,2024-11-18,B-Sides,The Clash,Capital Radio,1979,@rollotreadway@beige.party,,,The Cost of Living EP
29,2024-11-18,B-Sides,REM,Crazy,1987,@stevenixon@mastodon.social,,,Driver 10
29,2024-11-18,B-Sides,Super Furry Animals,Tradewinds,2001,,,,Juxtaposed Wit U
29,2024-11-18,B-Sides,The Beautiful South,Trevor You’re Bizzarre,1992,@witewulf@cyberplace.social,,,38D
29,2024-11-18,B-Sides,Pop Will Eat Itself,Pweization,1992,@witewulf@cyberplace.social,,,Karmadrome
29,2024-11-18,B-Sides,BTS,Outro:Tear,2018,@ametonym@todon.eu,,,
29,2024-11-18,B-Sides,Lou Reed,Perfect Day,1972,@stevenixon@mastodon.social,,,Walk On The Wild Side
,,,,,,,,,
30,2024-11-25,Surprise,Cilla Black,Surprise Surprise,1980,,,,
30,2024-11-25,Surprise,Marina Zispin,Surprise Party,2023,@rollotreadway@beige.party,,,
30,2024-11-25,Surprise,The Divine Comedy,Something For The Weekend,1996,@swisslet@mas.to,,,
30,2024-11-25,Surprise,The Sugarcubes,Hit,1991,@sheepnik@toot.wales,,,
30,2024-11-25,Surprise,Rick Astley,Never Gonna Give you Up,1987,,,,
30,2024-11-25,Surprise,PSB & Dusty Springfield,What Have I Done To Deserve This,1987,@daveybot@mastodon.scot,,,
30,2024-11-25,Surprise,KLF & Tammy Wynette,Justified & Ancient,1991,@daveybot@mastodon.scot,,,
30,2024-11-25,Surprise,Richard Cheese,Chop Suey!,2002,@TheBreadMonkey@beige.party,,,
30,2024-11-25,Surprise,Tone Loc,Funky Cold Medina,1988,@witewulf@cyberplace.social,,,
30,2024-11-25,Surprise,The Kinks,Lola,1970,@swisslet@mas.to,,,
30,2024-11-25,Surprise,Tiny Topsy,You Shocked Me,,@rollotreadway@beige.party,,,
30,2024-11-25,Surprise,David Bowie,Where Are We Now,2013,@sodslawyer@mstdn.social,,,
30,2024-11-25,Surprise,David Bowie,I Can’t Give Everything Away,2016,,,,
30,2024-11-25,Surprise,Dé Dannan,Hey Jude,1980,@artnacrea@mastodon.ie,,,
30,2024-11-25,Surprise,The Hell,DOOSH,2020,@guffo@topspicy.social,,,
30,2024-11-25,Surprise,Faith No More,Surprise! You’re Dead!,1989,@rvedotrc@tech.lgbt,@witewulf@cyberplace.social,,
30,2024-11-25,Surprise,Faith No More,From Out Of Nowhere,1989,@daveybot@mastodon.scot,,,
30,2024-11-25,Surprise,Jinjer,Pisces,2016,@theplaguedoc@glitterkitten.co.uk,,,
30,2024-11-25,Surprise,Heapy & Stocko,Photosynthesis,,@heapy@mendeddrum.org,,,
30,2024-11-25,Surprise,Within Temptation feat. Xzibit,And We Run,2014,@ametonym@todon.eu,,,
30,2024-11-25,Surprise,Charloitte Church,How Not To Be Surprised When You’re A Ghost,2012,,,,
30,2024-11-25,Surprise,Joanna Gruesome,Secret Surprise,2013,@rollotreadway@beige.party,,,
30,2024-11-25,Surprise,J Geils Band,Centrefold,1981,@shezza_t@mastodon.ie,,,
30,2024-11-25,Surprise,Ian Prowse,I Did It For Love,2020,@sharongascoigne@mastodonapp.uk,,,
30,2024-11-25,Surprise,Kate Bush ,Heads We’re Dancing,1989,@stevenixon@mastodon.social,,,
30,2024-11-25,Surprise,Radiohead,No Surprises,1997,@stevenixon@mastodon.social,,,
30,2024-11-25,Surprise,San Fermin,Sonsick,2013,@daveybot@mastodon.scot,,,
30,2024-11-25,Surprise,Tall Dwarfs,Possum Born,2002,@sheepnik@toot.wales,,,
30,2024-11-25,Surprise,The Baptist Generals,Ay Distress,2002,@sodslawyer@mstdn.social,,,
,,,,,,,,,
31,2024-12-02,Food & Drink,Prince,Cream,,@rvedotrc@tech.lgbt,,,
31,2024-12-02,Food & Drink,Pop Will Eat Itself,Def Con One,1996,@pocketlint@mastodon.social,,,
31,2024-12-02,Food & Drink,Barenaked Ladies,"If I Had $1,000,000",1992,@shezza_t@mastodon.ie,,,
31,2024-12-02,Food & Drink,Zac Brown Band,Chicken Fried,2008,@stevenixon@mastodon.social,,,
31,2024-12-02,Food & Drink,Dr Feelgood,Milk & Alcohol,1979,@swisslet@mas.to,,,
31,2024-12-02,Food & Drink,The Contours,Do You Love Me,1962,@KaraLG84@dragonscave.space,,,
31,2024-12-02,Food & Drink,Hot Chocolate,Emma,1974,@intheseheels@mastodon.ie,,,
31,2024-12-02,Food & Drink,Syd Barrett,Baby Lemonade,1970,@sodslawyer@mstdn.social,,,
31,2024-12-02,Food & Drink,Dove Cameron,Breakfast,2022,@arakin@meow.social,,,
31,2024-12-02,Food & Drink,Abdonimal & The Obliques,A Brief History of the Chicken Wing,,@daveybot@mastodon.scot,,,
31,2024-12-02,Food & Drink,Julianna Reye,Dewberry Wine,2009,@rhevian@mendeddrum.org,,,
31,2024-12-02,Food & Drink,The Handsome Family,So Much Wine,2000,@TwoClownsEating@beige.party,,,
31,2024-12-02,Food & Drink,Eliza Carthy,Oranges And Seasalt,2018,@sheepnik@toot.wales,,,
31,2024-12-02,Food & Drink,Deacon Blue,Chocolate Girl,1987,@witewulf@cyberplace.social,,,
31,2024-12-02,Food & Drink,Aerosmith,Eat The Rich,1993,@Tattooed_Mummy@beige.party,,,
31,2024-12-02,Food & Drink,Feeder,Tangerine,1997,@Andyyyfish82@mastodonapp.uk ,,,
31,2024-12-02,Food & Drink,Rammstein,Mein Teil (PSB Radio Remix),2020,@patrick@mendeddrum.org,,,
31,2024-12-02,Food & Drink,System Of A Down,Chic n’ Stu,2002,@HailsandAles@metalhead.club,,,
31,2024-12-02,Food & Drink,Skindred,That’s My Jam,2018,@sharongascoigne@mastodonapp.uk,,,
31,2024-12-02,Food & Drink,Salad ,Drink The Elixir,1995,@witewulf@cyberplace.social,,,
31,2024-12-02,Food & Drink,Tad,Jack Pepsi,1991,@julianlawson@beige.party,,,
31,2024-12-02,Food & Drink,The Adicts,Chinese Takeaway,1982,@guffo@topspicy.social,,,
31,2024-12-02,Food & Drink,The Wonder Stuff,A Great Drinker,1993,@TheBreadMonkey@beige.party,,,
31,2024-12-02,Food & Drink,Crowded House,Chocolate Cake,1991,@artnacrea@mastodon.ie,,,
31,2024-12-02,Food & Drink,Ivor Cutler,Jam,1998,@witewulf@cyberplace.social,,,
31,2024-12-02,Food & Drink,Spiers & Boden,Butter & Cheese & All,2021,@pdcawley@mendeddrum.org,,,
31,2024-12-02,Food & Drink,Judy Collins,Bread & Roses,1976,@rollotreadway@beige.party,,,
31,2024-12-02,Food & Drink,Linda Ronstadt,You Go To My Head,1986,@guyjantic@infosec.exchange,,,
31,2024-12-02,Food & Drink,The Adicts,Chinese Takeaway,1982,@guffo@topspicy.social,,,
31,2024-12-02,Food & Drink,Linda Ronstadt,You Go To My Head,1986,@guyjantic@infosec.exchange,,,
31,2024-12-02,Food & Drink,Lee “Scratch” Perry,Roast Fish and Corn Bread,,@7sleepersmusic@mastodon.social,,,
,,,,,,,,,
32,2024-12-09,Clothing,The Undertones,My Perfect Cousin,1980,@rollotreadway@beige.party,,,
32,2024-12-09,Clothing,Bryan Hyland,Itsy Bitsy Teenie Weenie,1960,@stevenixon@mastodon.social,,,
32,2024-12-09,Clothing,Sultans of Ping,Where’s Me Jumper,1992,@MintSpies@beige.party,,,
32,2024-12-09,Clothing,HMHB ,Joy Division Oven Gloves,2005,EVERYONE,,,
32,2024-12-09,Clothing,Carl Perkins,Blue Suede Shoes,1956,@rhevian@mendeddrum.org,,,
32,2024-12-09,Clothing,Sugar Pie Desanto,Soulful Dress,1964,@daveybot@mastodon.scot,,,
32,2024-12-09,Clothing,Ella Fitzgerald,"Top Hat, White Tie, And Tails",1958,@artnacrea@mastodon.ie,,,
32,2024-12-09,Clothing,Lord Kitchener,My Wife’s Nightie,1952,@rollotreadway@beige.party,,,
32,2024-12-09,Clothing,Max Romeo & The Upsetters,Chase The Devil,1976,@heapy@mendeddrum.org,,,
32,2024-12-09,Clothing,Run DMC,My Adidas,1986,@BrotherSoul@mstd.social,,,
32,2024-12-09,Clothing,Professor Elemental,Fighting Trousers,2010,@MintSpies@beige.party,,,
32,2024-12-09,Clothing,Nancy Sinatra,These Boots Are Made For Walking (Skeewiff),1965/2024,@troggie@mendeddrum.org,,,
32,2024-12-09,Clothing,Taylor Swift,Style,2014,@witewulf@cyberplace.social,,,
32,2024-12-09,Clothing,Sugababes,Red Dress,2005,@KaraLG84@dragonscave.space,,,
32,2024-12-09,Clothing,John Shuttleworth,Fleece The World,2001,@rollotreadway@beige.party,,,
32,2024-12-09,Clothing,Billy Connolly,It It Was’nae For Yer Wellies,1975,@pdcawley@mendeddrum.org,,,
32,2024-12-09,Clothing,Paul Simon ,Diamonds on the Soles of Her Shoes,1986,@pocketlint@mastodon.social,,,
32,2024-12-09,Clothing,Wire,Mr Suit,1977,@sodslawyer@mstdn.social,,,
32,2024-12-09,Clothing,Iron Maiden,Die With Your Boots On,1983,@HailsandAles@metalhead.club,,,
32,2024-12-09,Clothing,The Frank And Walters,Fashion Crisis Hits New York,1992,@sheepnik@toot.wales,,,
32,2024-12-09,Clothing,Men Without Hats,The Safety Dance,2983,@theplaguedoc@glitterkitten.co.uk,,,
32,2024-12-09,Clothing,John Grant,Black Belt,2013,@swisslet@mas.to,,,
32,2024-12-09,Clothing,Clannad,Robin (The Hooded Man),1989,@rhevian@mendeddrum.org,,,
32,2024-12-09,Clothing,Steeleye Span,All Around My Hat,1975,@Ade_On_Drums@mendeddrum.org,,,
32,2024-12-09,Clothing,Dolly Parton,Coat of Many Colours,1971,@DJUpNorth@mastodon.scot,,,
32,2024-12-09,Clothing,Kate Bush,The Red Shoes,1993,@sharongascoigne@mastodonapp.uk,,,
32,2024-12-09,Clothing,Neil Diamond,Forever In Blue Jeans,1978,@shezza_t@mastodon.ie,,,
32,2024-12-09,Clothing,Pete Atkin,A Hill of Little Shoes,2003,@steve199nwep@mastodon.me.uk,,,
32,2024-12-09,Clothing,Madness,Baggy Trousers,1980,@tigerfort@mendeddrum.org,,,
32,2024-12-09,Clothing,Kirsty McColl,In These Shoes?,2000,@rvedotrc@tech.lgbt,,,
32,2024-12-09,Clothing,Underworld & Iggy Pop,Get Your Shirt,2018,@sodslawyer@mstdn.social,,,
,,,,,,,,,
33,2024-12-16,Literature,Jeff Wayne,War of the Worlds,1978,,,,
33,2024-12-16,Literature,Weird Al,Word Crimes,2014,@roytoo@mstdn.social ,,,
33,2024-12-16,Literature,MC Tunes / 808 State,The Only Rhyme That Bites,1990,@rvedotrc@tech.lgbt,,,
33,2024-12-16,Literature,Leonard Nimoy,The Ballad of Bilbo Baggins,1967,@daveybot@mastodon.scot,,,
33,2024-12-16,Literature,Man of La Mancha,"I, Don Quixote",2002,@roytoo@mstdn.social ,,,
33,2024-12-16,Literature,Carter USM,The Impossible Dream,1992,@witewulf@cyberplace.social,,,
33,2024-12-16,Literature,Elvis Costello,Every Day I Write The Book,1983,@sharongascoigne@mastodonapp.uk,,,
33,2024-12-16,Literature,Talking Heads,The Book I Read,1977,@pocketlint@mastodon.social,,,
33,2024-12-16,Literature,Crash Test Dummies,Afternoons & Coffee Spoons,1993,@daveybot@mastodon.scot,,,
33,2024-12-16,Literature,The Real Tuesday Weld,Me And Mr Wolf,2011,@arakin@meow.social,,,
33,2024-12-16,Literature,Broadcast,The Book Lovers,1997,@sodslawyer@mstdn.social,,,
